customer_id,churn_flag,days_since_last_purchase,total_transactions,total_revenue,avg_order_value,total_items_purchased,avg_discount_received,unique_products,unique_categories,unique_subcategories,customer_lifespan_days,purchase_frequency,total_sessions,total_pages_viewed,avg_pages_per_session,total_cart_abandonments,cart_abandonment_rate,engagement_score,customer_value_score,discount_dependency,is_active,is_dormant,customer_tenure_days,loyalty_tier_encoded,age_band_encoded
C004745,0,12.0,16.0,2063.12,128.945,23.0,14.6875,16.0,5.0,11.0,622.0,0.7361963190184049,5.0,26.0,5.2,1.0,0.2,0.34774537444933923,0.07038961657932184,0.35823170731707316,1,0,68,2,1.0
C004746,1,101.0,2.0,209.88000000000002,104.94000000000001,4.0,32.5,2.0,2.0,2.0,222.0,0.23809523809523808,4.0,29.0,7.25,0.0,0.0,0.3606431718061674,0.012885571684834564,0.7926829268292683,0,0,734,0,2.0
C004747,0,11.0,14.0,1161.2,82.94285714285715,23.0,19.285714285714285,14.0,5.0,10.0,695.0,0.5793103448275861,2.0,7.0,3.5,0.0,0.0,0.29650220264317184,0.049887894081795885,0.470383275261324,1,0,134,2,0.0
C004748,0,41.0,6.0,149.07000000000002,24.845000000000002,8.0,15.0,6.0,4.0,6.0,387.0,0.4316546762589928,8.0,45.0,5.625,1.0,0.125,0.4279295154185022,0.022226348460040842,0.36585365853658536,1,0,445,0,5.0
C004749,0,86.0,6.0,681.83,113.63833333333334,10.0,2.5,6.0,4.0,5.0,623.0,0.27565084226646247,3.0,9.0,3.0,0.0,0.0,0.3069295154185022,0.025017303765819218,0.06097560975609756,1,0,228,1,0.0
C004750,0,16.0,12.0,830.33,69.19416666666667,18.0,11.25,12.0,5.0,10.0,634.0,0.5421686746987951,3.0,19.0,6.333333333333333,1.0,0.3333333333333333,0.2748590308370044,0.04180821687604662,0.27439024390243905,1,0,578,1,3.0
C004751,1,727.0,1.0,2.01,2.01,1.0,10.0,1.0,1.0,1.0,0.0,1.0,6.0,27.0,4.5,2.0,0.3333333333333333,0.3206549192364171,0.03386418214575655,0.24390243902439024,0,1,570,0,1.0
C004752,0,19.0,17.0,1710.0700000000002,100.59235294117649,27.0,11.470588235294118,17.0,5.0,15.0,703.0,0.6957708049113234,6.0,23.0,3.8333333333333335,1.0,0.16666666666666666,0.3698002936857563,0.06478500741334092,0.2797704447632712,1,0,166,0,3.0
C004753,0,42.0,14.0,3461.8799999999997,247.27714285714282,19.0,10.0,14.0,5.0,10.0,632.0,0.6344410876132931,1.0,3.0,3.0,0.0,0.0,0.2675022026431718,0.08589194635375304,0.24390243902439024,1,0,663,0,2.0
C004754,0,3.0,20.0,3535.01,176.75050000000002,30.0,12.5,20.0,4.0,12.0,725.0,0.7947019867549668,4.0,32.0,8.0,1.0,0.25,0.34043171806167405,0.0980707569831359,0.3048780487804878,1,0,105,2,3.0
C004755,0,3.0,28.0,2418.1,86.36071428571428,40.0,10.535714285714286,27.0,5.0,18.0,689.0,1.1682892906815021,0.0,0.0,0.0,0.0,0.0,0.23700440528634362,0.10054493294646655,0.2569686411149826,1,0,450,1,0.0
C004756,0,51.0,10.0,1291.4,129.14000000000001,13.0,5.5,9.0,5.0,7.0,523.0,0.5424954792043399,4.0,16.0,4.0,1.0,0.25,0.295215859030837,0.04575866969097792,0.13414634146341464,1,0,364,1,1.0
C004757,0,40.0,21.0,2624.28,124.9657142857143,21.0,11.904761904761905,21.0,5.0,13.0,655.0,0.9197080291970804,3.0,11.0,3.6666666666666665,0.0,0.0,0.33208663729809107,0.08961466359023249,0.29036004645760743,1,0,404,0,1.0
C004758,0,22.0,9.0,1203.39,133.71,15.0,12.222222222222221,9.0,4.0,9.0,696.0,0.37190082644628103,2.0,8.0,4.0,0.0,0.0,0.2938942731277533,0.038844355410895724,0.29810298102981025,1,0,680,0,3.0
C004759,0,44.0,3.0,231.93,77.31,5.0,8.333333333333334,3.0,3.0,3.0,212.0,0.37190082644628103,2.0,5.0,2.5,1.0,0.5,0.1739647577092511,0.01858145976443497,0.20325203252032523,1,0,73,0,1.0
C004760,0,70.0,15.0,724.48,48.29866666666667,22.0,19.0,14.0,5.0,11.0,600.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,0.25282378854625553,0.04783319930711561,0.4634146341463415,1,0,243,1,2.0
C004761,0,4.0,123.0,16349.01,132.91878048780487,197.0,13.292682926829269,118.0,5.0,25.0,725.0,4.887417218543046,1.0,2.0,2.0,1.0,1.0,0.20355506607929513,0.5181562935991685,0.3242117787031529,1,0,558,3,3.0
C004762,0,39.0,10.0,1147.43,114.74300000000001,18.0,9.5,10.0,4.0,9.0,637.0,0.4497751124437781,3.0,8.0,2.6666666666666665,0.0,0.0,0.30954919236417033,0.0415427789916778,0.23170731707317074,1,0,39,0,3.0
C004763,0,7.0,39.0,4674.47,119.85820512820513,66.0,13.58974358974359,36.0,5.0,16.0,717.0,1.566265060240964,6.0,20.0,3.3333333333333335,1.0,0.16666666666666666,0.39487518355359763,0.15589538817885748,0.3314571607254534,1,0,701,3,5.0
C004764,0,54.0,5.0,935.73,187.14600000000002,9.0,7.0,4.0,3.0,4.0,107.0,1.094890510948905,3.0,15.0,5.0,0.0,0.0,0.3216079295154185,0.05377200000829059,0.17073170731707318,1,0,599,0,1.0
C004765,0,54.0,16.0,4181.26,261.32875,23.0,13.125,16.0,5.0,12.0,671.0,0.6847360912981455,5.0,23.0,4.6,0.0,0.0,0.3829453744493392,0.10017784869397396,0.3201219512195122,1,0,709,0,4.0
C004766,1,119.0,8.0,595.05,74.38125,13.0,10.625,8.0,5.0,7.0,603.0,0.3791469194312796,2.0,8.0,4.0,1.0,0.5,0.1925726872246696,0.02907058027839022,0.25914634146341464,0,0,74,0,0.0
C004767,0,47.0,12.0,3891.36,324.28000000000003,19.0,7.5,11.0,5.0,9.0,683.0,0.5049088359046283,7.0,59.0,8.428571428571429,1.0,0.14285714285714285,0.4297161736941473,0.08510529982484276,0.18292682926829268,1,0,753,0,2.0
C004768,1,94.0,13.0,1093.6000000000001,84.12307692307694,19.0,7.3076923076923075,13.0,5.0,11.0,532.0,0.693950177935943,3.0,8.0,2.6666666666666665,1.0,0.3333333333333333,0.24684728340675477,0.05167982084253685,0.17823639774859287,0,0,674,0,1.0
C004769,0,26.0,29.0,4363.42,150.46275862068967,47.0,15.862068965517242,29.0,5.0,19.0,635.0,1.3082706766917294,1.0,4.0,4.0,0.0,0.0,0.2953259911894273,0.13599792405440866,0.3868797308662742,1,0,85,1,2.0
C004770,0,25.0,30.0,5050.32,168.344,47.0,12.833333333333334,30.0,5.0,18.0,693.0,1.2448132780082988,7.0,19.0,2.7142857142857144,0.0,0.0,0.4363618628067968,0.14509194624423627,0.31300813008130085,1,0,286,2,4.0
C004771,0,22.0,5.0,502.33000000000004,100.46600000000001,5.0,20.0,5.0,4.0,4.0,534.0,0.26595744680851063,3.0,10.0,3.3333333333333335,0.0,0.0,0.3082745961820852,0.02106017698942921,0.4878048780487805,1,0,735,0,1.0
C004772,0,13.0,21.0,2585.46,123.11714285714285,28.0,13.095238095238095,19.0,5.0,14.0,707.0,0.8548168249660787,2.0,6.0,3.0,1.0,0.5,0.2017533039647577,0.08496343264854761,0.31939605110336816,1,0,596,1,2.0
C004773,0,76.0,9.0,830.99,92.33222222222223,14.0,13.333333333333334,9.0,4.0,8.0,646.0,0.3994082840236686,1.0,2.0,2.0,0.0,0.0,0.2528942731277533,0.03421380733083779,0.3252032520325203,1,0,127,1,1.0
C004774,0,5.0,8.0,424.07,53.00875,10.0,19.375,8.0,5.0,6.0,679.0,0.33850493653032443,2.0,14.0,7.0,1.0,0.5,0.2165726872246696,0.025193872974168766,0.4725609756097561,1,0,483,0,1.0
C004775,1,114.0,4.0,319.86,79.965,5.0,11.25,4.0,2.0,4.0,549.0,0.20725388601036268,2.0,7.0,3.5,0.0,0.0,0.28328634361233485,0.015448268202388784,0.27439024390243905,0,0,61,0,1.0
C004776,0,3.0,36.0,4402.75,122.29861111111111,56.0,12.916666666666666,34.0,5.0,17.0,724.0,1.4323607427055702,1.0,4.0,4.0,0.0,0.0,0.3045770925110132,0.14551483389065942,0.31504065040650403,1,0,229,1,2.0
C004777,0,55.0,2.0,391.89,195.945,5.0,22.5,2.0,2.0,2.0,359.0,0.15424164524421594,8.0,44.0,5.5,1.0,0.125,0.4216431718061674,0.012834852340471827,0.5487804878048781,1,0,708,0,5.0
C004778,0,43.0,6.0,679.16,113.19333333333333,11.0,12.5,6.0,2.0,5.0,491.0,0.345489443378119,3.0,10.0,3.3333333333333335,3.0,1.0,0.10959618208516887,0.02727275914248465,0.3048780487804878,1,0,75,1,3.0
C004779,1,529.0,2.0,942.73,471.365,2.0,17.5,2.0,2.0,2.0,54.0,0.7142857142857143,2.0,11.0,5.5,1.0,0.5,0.19664317180616742,0.039426303674783676,0.4268292682926829,0,1,435,1,2.0
C004780,0,36.0,18.0,2702.73,150.15166666666667,30.0,8.055555555555555,15.0,4.0,9.0,574.0,0.8940397350993378,3.0,14.0,4.666666666666667,1.0,0.3333333333333333,0.26945521292217334,0.08411178144087678,0.19647696476964768,1,0,127,2,2.0
C004781,0,24.0,27.0,4402.19,163.04407407407405,47.0,11.851851851851851,27.0,5.0,16.0,687.0,1.1297071129707115,1.0,2.0,2.0,0.0,0.0,0.2766828193832599,0.12876415654449896,0.28906955736224027,1,0,250,1,2.0
C004782,0,37.0,2.0,781.93,390.965,3.0,17.5,2.0,2.0,1.0,507.0,0.111731843575419,3.0,12.0,4.0,1.0,0.3333333333333333,0.24297650513950075,0.01723453415375815,0.4268292682926829,1,0,419,0,2.0
C004783,0,36.0,15.0,2119.97,141.33133333333333,21.0,9.0,15.0,5.0,11.0,570.0,0.75,4.0,37.0,9.25,1.0,0.25,0.3438237885462555,0.07071727302024608,0.21951219512195122,1,0,147,2,4.0
C004784,0,63.0,8.0,4026.7000000000003,503.33750000000003,15.0,3.75,8.0,5.0,8.0,555.0,0.41025641025641024,5.0,30.0,6.0,1.0,0.2,0.34357268722466966,0.08109347174546118,0.09146341463414634,1,0,478,2,4.0
C004785,0,30.0,21.0,2101.35,100.06428571428572,36.0,9.047619047619047,21.0,5.0,14.0,688.0,0.8774373259052924,2.0,2.0,1.0,0.0,0.0,0.28575330396475773,0.08045381727555814,0.22067363530778164,1,0,366,1,4.0
C004786,0,14.0,13.0,1237.52,95.19384615384615,23.0,12.692307692307692,12.0,4.0,7.0,590.0,0.6290322580645161,1.0,1.0,1.0,0.0,0.0,0.2501806167400881,0.050714432688064796,0.3095684803001876,1,0,79,0,4.0
C004787,0,21.0,4.0,1244.09,311.0225,7.0,16.25,4.0,3.0,4.0,643.0,0.17830609212481427,1.0,2.0,2.0,0.0,0.0,0.2462863436123348,0.028232673918160044,0.39634146341463417,1,0,58,0,1.0
C004788,0,34.0,8.0,1275.21,159.40125,12.0,8.125,8.0,4.0,7.0,634.0,0.3614457831325301,3.0,5.0,1.6666666666666667,0.0,0.0,0.29890602055800297,0.038597268095571374,0.19817073170731708,1,0,222,0,1.0
C004789,0,64.0,12.0,1684.5900000000001,140.38250000000002,20.0,17.5,12.0,4.0,9.0,530.0,0.6428571428571428,5.0,19.0,3.8,1.0,0.2,0.3312590308370045,0.05781303483614323,0.4268292682926829,1,0,401,0,0.0
C004790,0,64.0,13.0,947.01,72.84692307692308,21.0,13.076923076923077,13.0,4.0,9.0,658.0,0.5668604651162791,3.0,11.0,3.6666666666666665,1.0,0.3333333333333333,0.2548472834067548,0.04532462360855072,0.31894934333958724,1,0,227,0,4.0
C004791,0,6.0,40.0,3624.28,90.607,72.0,12.375,40.0,5.0,18.0,699.0,1.646090534979424,4.0,16.0,4.0,1.0,0.25,0.334863436123348,0.14679449956748275,0.3018292682926829,1,0,685,2,3.0
C004792,0,47.0,9.0,779.21,86.5788888888889,15.0,15.555555555555555,9.0,5.0,8.0,609.0,0.4225352112676056,2.0,23.0,11.5,1.0,0.5,0.2538942731277533,0.034204293159326896,0.3794037940379404,1,0,324,0,0.0
C004793,0,5.0,5.0,82.5,16.5,9.0,16.0,5.0,3.0,5.0,700.0,0.20547945205479454,1.0,3.0,3.0,0.0,0.0,0.2556079295154185,0.01283322901813972,0.3902439024390244,1,0,220,0,4.0
C004794,0,86.0,15.0,1888.9299999999998,125.92866666666666,25.0,11.333333333333334,15.0,5.0,11.0,549.0,0.7772020725388601,1.0,5.0,5.0,0.0,0.0,0.2848237885462555,0.0681775542524461,0.2764227642276423,1,0,488,1,1.0
C004795,0,85.0,4.0,815.76,203.94,7.0,8.75,4.0,3.0,4.0,346.0,0.3191489361702128,5.0,21.0,4.2,0.0,0.0,0.3638863436123348,0.02649549509692144,0.21341463414634146,1,0,697,0,4.0
C004796,0,19.0,7.0,666.89,95.27,12.0,15.714285714285714,7.0,4.0,6.0,657.0,0.30567685589519655,7.0,43.0,6.142857142857143,2.0,0.2857142857142857,0.37625110132158596,0.02675290010735689,0.38327526132404177,1,0,699,0,0.0
C004797,0,2.0,42.0,3614.91,86.06928571428571,63.0,15.476190476190476,40.0,5.0,21.0,714.0,1.6935483870967742,3.0,12.0,4.0,2.0,0.6666666666666666,0.22917327459618209,0.14821487250917856,0.37746806039488967,1,0,473,2,1.0
C004798,0,40.0,14.0,825.94,58.99571428571429,20.0,13.571428571428571,14.0,4.0,10.0,638.0,0.62874251497006,4.0,21.0,5.25,1.0,0.25,0.31050220264317185,0.04652983497725468,0.3310104529616725,1,0,293,2,1.0
C004799,0,9.0,15.0,1599.76,106.65066666666667,21.0,10.333333333333334,14.0,5.0,10.0,697.0,0.6189821182943603,2.0,8.0,4.0,0.0,0.0,0.3018237885462555,0.05770943981059224,0.2520325203252033,1,0,99,0,1.0
C004800,0,48.0,13.0,1934.7600000000002,148.82769230769233,23.0,13.846153846153847,12.0,5.0,10.0,669.0,0.5579399141630901,5.0,25.0,5.0,1.0,0.2,0.34218061674008815,0.05874034166160874,0.3377110694183865,1,0,576,0,1.0
C004801,0,1.0,7.0,376.31,53.75857142857143,8.0,3.5714285714285716,7.0,4.0,5.0,642.0,0.3125,3.0,20.0,6.666666666666667,1.0,0.3333333333333333,0.2709177679882526,0.022658587621485163,0.08710801393728224,1,0,133,0,2.0
C004802,0,31.0,3.0,-226.28,-75.42666666666666,1.0,3.3333333333333335,3.0,3.0,3.0,403.0,0.20785219399538105,4.0,29.0,7.25,0.0,0.0,0.3619647577092511,0.006380428529213453,0.08130081300813008,1,0,627,1,1.0
C004803,0,11.0,10.0,1445.22,144.522,14.0,22.5,10.0,4.0,6.0,619.0,0.4622496147919877,7.0,36.0,5.142857142857143,1.0,0.14285714285714285,0.4007872876022656,0.046378432091659004,0.5487804878048781,1,0,92,2,1.0
C004804,0,56.0,12.0,976.64,81.38666666666667,22.0,14.166666666666666,12.0,4.0,9.0,662.0,0.5202312138728323,2.0,11.0,5.5,0.0,0.0,0.3098590308370044,0.04326170780177903,0.34552845528455284,1,0,709,2,4.0
C004805,1,92.0,3.0,818.46,272.82,5.0,18.333333333333332,3.0,3.0,3.0,629.0,0.13657056145675267,1.0,5.0,5.0,0.0,0.0,0.2689647577092511,0.019564595439793324,0.44715447154471544,0,0,369,1,1.0
C004806,0,35.0,12.0,861.37,71.78083333333333,18.0,10.0,12.0,5.0,10.0,660.0,0.5217391304347826,4.0,12.0,3.0,1.0,0.25,0.2898590308370044,0.04159814240307918,0.24390243902439024,1,0,477,1,2.0
C004807,0,50.0,1.0,53.48,53.48,1.0,10.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.5,1.0,0.5,0.1633215859030837,0.034629119452701654,0.24390243902439024,1,0,538,1,3.0
C004808,0,35.0,33.0,3796.96,115.05939393939394,62.0,16.515151515151516,33.0,5.0,16.0,675.0,1.4042553191489362,2.0,2.0,1.0,0.0,0.0,0.3016123348017621,0.13461718406526132,0.4028085735402809,1,0,318,3,5.0
C004809,0,41.0,30.0,3931.34,131.04466666666667,51.0,15.333333333333334,30.0,5.0,20.0,688.0,1.2534818941504178,1.0,1.0,1.0,0.0,0.0,0.27264757709251103,0.1287467597719553,0.3739837398373984,1,0,349,2,1.0
C004810,0,64.0,10.0,757.6800000000001,75.768,10.0,7.0,10.0,4.0,8.0,540.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.213215859030837,0.03826577860164002,0.17073170731707318,1,0,330,1,4.0
C004811,0,74.0,1.0,748.28,748.28,1.0,15.0,1.0,1.0,1.0,0.0,1.0,4.0,15.0,3.75,1.0,0.25,0.2813215859030837,0.044955104315057524,0.36585365853658536,1,0,64,0,5.0
C004812,0,32.0,8.0,656.9399999999999,82.11749999999999,9.0,25.0,8.0,5.0,8.0,641.0,0.35767511177347244,4.0,13.0,3.25,0.0,0.0,0.3365726872246696,0.02928474025523759,0.6097560975609756,1,0,661,1,0.0
C004813,1,429.0,2.0,245.67,122.835,4.0,5.0,2.0,2.0,2.0,3.0,1.8181818181818181,7.0,25.0,3.5714285714285716,1.0,0.14285714285714285,0.37764317180616747,0.06534455022139049,0.12195121951219512,0,1,244,0,2.0
C004814,0,18.0,21.0,3637.8,173.22857142857143,32.0,17.61904761904762,20.0,5.0,13.0,604.0,0.9936908517350158,3.0,18.0,6.0,0.0,0.0,0.35075330396475773,0.10613786017921213,0.429732868757259,1,0,273,1,1.0
C004815,0,70.0,9.0,790.99,87.88777777777779,11.0,22.77777777777778,9.0,5.0,7.0,621.0,0.4147465437788019,5.0,14.0,2.8,1.0,0.2,0.3192942731277534,0.034123402892319646,0.5555555555555556,1,0,365,1,3.0
C004816,0,79.0,4.0,231.61999999999998,57.904999999999994,8.0,3.75,4.0,4.0,4.0,269.0,0.4013377926421405,3.0,14.0,4.666666666666667,1.0,0.3333333333333333,0.2509530102790015,0.02051512624830928,0.09146341463414634,1,0,313,0,2.0
C004817,0,53.0,6.0,584.79,97.46499999999999,6.0,11.666666666666666,6.0,4.0,4.0,670.0,0.2571428571428572,5.0,29.0,5.8,0.0,0.0,0.37932951541850224,0.022966877837885615,0.2845528455284553,1,0,392,2,1.0
C004818,0,11.0,7.0,1748.72,249.81714285714287,10.0,15.0,7.0,4.0,6.0,561.0,0.3553299492385787,3.0,11.0,3.6666666666666665,1.0,0.3333333333333333,0.2469177679882526,0.04446262215121829,0.36585365853658536,1,0,710,1,2.0
C004819,1,94.0,6.0,335.15999999999997,55.85999999999999,9.0,20.833333333333332,6.0,3.0,5.0,607.0,0.28257456828885397,2.0,3.0,1.5,0.0,0.0,0.2699295154185022,0.0200926978830513,0.5081300813008129,0,0,321,0,4.0
C004820,0,19.0,12.0,548.35,45.69583333333333,16.0,10.0,12.0,3.0,10.0,596.0,0.5750798722044729,4.0,35.0,8.75,0.0,0.0,0.3858590308370044,0.03869905902371524,0.24390243902439024,1,0,191,1,1.0
C004821,0,11.0,16.0,1467.71,91.731875,22.0,13.125,16.0,5.0,15.0,704.0,0.6539509536784741,1.0,1.0,1.0,0.0,0.0,0.2541453744493392,0.05883788159877354,0.3201219512195122,1,0,734,1,1.0
C004822,0,78.0,4.0,740.6700000000001,185.16750000000002,5.0,3.75,4.0,2.0,3.0,320.0,0.34285714285714286,4.0,38.0,9.5,0.0,0.0,0.3812863436123348,0.02615865499849996,0.09146341463414634,1,0,169,0,3.0
C004823,0,3.0,24.0,4420.66,184.19416666666666,32.0,10.208333333333334,23.0,5.0,16.0,680.0,1.0140845070422535,2.0,7.0,3.5,0.0,0.0,0.30971806167400884,0.12135540288593305,0.24898373983739838,1,0,670,0,4.0
C004824,0,19.0,5.0,213.57,42.714,6.0,21.0,5.0,3.0,5.0,669.0,0.2145922746781116,5.0,19.0,3.8,1.0,0.2,0.32200792951541857,0.015080644982135932,0.5121951219512195,1,0,356,0,0.0
C004825,0,10.0,13.0,3689.34,283.79538461538465,22.0,17.692307692307693,13.0,5.0,11.0,712.0,0.5256064690026954,2.0,10.0,5.0,0.0,0.0,0.3071806167400881,0.08472486009566936,0.43151969981238275,1,0,669,0,5.0
C004826,0,89.0,17.0,1563.55,91.9735294117647,23.0,13.529411764705882,15.0,5.0,9.0,620.0,0.7846153846153846,7.0,20.0,2.857142857142857,0.0,0.0,0.4203241032095658,0.06358544576235994,0.3299856527977044,1,0,148,0,3.0
C004827,0,3.0,10.0,545.25,54.525,12.0,16.5,8.0,5.0,8.0,698.0,0.4120879120879121,2.0,6.0,3.0,0.0,0.0,0.287215859030837,0.029413016400411905,0.4024390243902439,1,0,661,1,2.0
C004828,1,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,3.2,1.0,0.2,0.31060000000000004,0.0,0.0,0,1,231,0,0.0
C004829,0,38.0,9.0,767.65,85.29444444444444,15.0,12.777777777777779,9.0,4.0,7.0,684.0,0.37815126050420167,3.0,20.0,6.666666666666667,0.0,0.0,0.34022760646108663,0.03257388151698512,0.31165311653116534,1,0,507,0,5.0
C004830,0,17.0,13.0,1850.69,142.36076923076922,20.0,13.846153846153847,13.0,5.0,13.0,701.0,0.533515731874145,6.0,22.0,3.6666666666666665,1.0,0.16666666666666666,0.3631806167400881,0.057659120614600864,0.3377110694183865,1,0,222,1,3.0
C004831,1,411.0,2.0,426.34,213.17,3.0,12.5,2.0,2.0,2.0,19.0,1.2244897959183674,4.0,25.0,6.25,0.0,0.0,0.3526431718061674,0.04851887339480381,0.3048780487804878,0,1,432,0,3.0
C004832,1,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,4.714285714285714,1.0,0.14285714285714285,0.38414285714285723,0.0,0.0,0,1,297,0,2.0
C004833,0,10.0,2.0,95.7,47.85,3.0,2.5,2.0,2.0,2.0,167.0,0.30456852791878175,5.0,8.0,1.6,0.0,0.0,0.34044317180616745,0.01337319105230816,0.06097560975609756,1,0,751,0,1.0
C004834,0,89.0,3.0,592.29,197.42999999999998,3.0,33.333333333333336,3.0,2.0,3.0,433.0,0.19438444924406048,5.0,19.0,3.8,1.0,0.2,0.3193647577092511,0.018103263116644244,0.8130081300813009,1,0,419,0,4.0
C004835,1,50.0,18.0,1094.46,60.803333333333335,26.0,15.833333333333334,18.0,5.0,9.0,671.0,0.7703281027104136,4.0,16.0,4.0,2.0,0.5,0.2557885462555066,0.05905701198233719,0.3861788617886179,1,0,385,0,0.0
C004836,1,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,5.25,3.0,0.75,0.192,0.0,0.0,0,1,605,0,1.0
C004837,0,64.0,17.0,3965.35,233.25588235294117,27.0,8.235294117647058,16.0,5.0,11.0,617.0,0.7882534775888718,3.0,10.0,3.3333333333333335,1.0,0.3333333333333333,0.25746696035242295,0.10037097253439003,0.20086083213773312,1,0,545,0,4.0
C004838,0,17.0,9.0,429.43,47.714444444444446,12.0,2.7777777777777777,9.0,4.0,7.0,704.0,0.36784741144414174,2.0,8.0,4.0,0.0,0.0,0.2938942731277533,0.027208700606609765,0.06775067750677506,1,0,225,0,4.0
C004839,0,20.0,12.0,1186.26,98.855,23.0,16.25,12.0,4.0,8.0,583.0,0.5872756933115824,3.0,16.0,5.333333333333333,1.0,0.3333333333333333,0.26685903083700446,0.048580352162511886,0.39634146341463417,1,0,514,2,4.0
C004840,0,2.0,22.0,1907.86,86.72090909090909,31.0,8.181818181818182,21.0,5.0,15.0,719.0,0.8811748998664887,4.0,18.0,4.5,0.0,0.0,0.3650748898678414,0.07770103538386777,0.19955654101995565,1,0,620,1,2.0
C004841,0,47.0,24.0,1268.66,52.86083333333334,37.0,12.5,23.0,5.0,16.0,673.0,1.0241820768136558,2.0,15.0,7.5,0.0,0.0,0.3417180616740088,0.07484282189704274,0.3048780487804878,1,0,381,1,4.0
C004842,0,66.0,13.0,944.8100000000001,72.67769230769231,25.0,16.53846153846154,12.0,5.0,10.0,556.0,0.6655290102389078,4.0,12.0,3.0,1.0,0.25,0.2911806167400881,0.0475636412724618,0.4033771106941839,1,0,626,1,3.0
C004843,0,41.0,14.0,1266.9299999999998,90.49499999999999,19.0,12.5,14.0,5.0,10.0,683.0,0.5890603085553997,2.0,8.0,4.0,1.0,0.5,0.2005022026431718,0.051779650452846195,0.3048780487804878,1,0,324,1,1.0
C004844,0,78.0,8.0,1435.96,179.495,14.0,11.875,8.0,5.0,8.0,574.0,0.3973509933774835,1.0,1.0,1.0,0.0,0.0,0.24357268722466963,0.042166272468565635,0.2896341463414634,1,0,265,0,5.0
C004845,1,165.0,6.0,511.23,85.205,6.0,6.666666666666667,6.0,5.0,6.0,495.0,0.34285714285714286,5.0,9.0,1.8,2.0,0.4,0.2673295154185022,0.02469050912454098,0.16260162601626016,0,0,690,0,1.0
C004846,0,8.0,18.0,3124.11,173.56166666666667,29.0,13.333333333333334,18.0,5.0,14.0,695.0,0.7448275862068965,6.0,35.0,5.833333333333333,1.0,0.16666666666666666,0.3871218795888399,0.0883832479338596,0.3252032520325203,1,0,95,0,0.0
C004847,0,85.0,11.0,624.4499999999999,56.76818181818181,12.0,10.0,11.0,4.0,10.0,533.0,0.5861456483126111,4.0,20.0,5.0,2.0,0.5,0.2545374449339207,0.03922282832511425,0.24390243902439024,1,0,490,2,1.0
C004848,0,78.0,6.0,665.88,110.98,7.0,10.0,6.0,3.0,4.0,410.0,0.4090909090909091,1.0,4.0,4.0,0.0,0.0,0.2649295154185022,0.029165557025357773,0.24390243902439024,1,0,603,0,5.0
C004849,0,66.0,16.0,2496.05,156.003125,28.0,16.875,16.0,5.0,14.0,661.0,0.6946454413892909,7.0,41.0,5.857142857142857,0.0,0.0,0.4430025173064821,0.07545823491763942,0.4115853658536585,1,0,297,1,1.0
C004850,0,16.0,27.0,3856.5,142.83333333333334,41.0,9.814814814814815,27.0,5.0,17.0,702.0,1.1065573770491803,5.0,14.0,2.8,1.0,0.2,0.3430828193832599,0.11989343614778408,0.23938572719060525,1,0,385,1,0.0
C004851,0,41.0,3.0,137.87,45.95666666666667,5.0,18.333333333333332,3.0,3.0,3.0,249.0,0.3225806451612903,4.0,6.0,1.5,1.0,0.25,0.2659647577092511,0.01556272738681932,0.44715447154471544,1,0,710,0,2.0
C004852,1,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.5,0.0,0.0,0.33599999999999997,0.0,0.0,0,1,641,0,1.0
C004853,0,58.0,7.0,446.4,63.771428571428565,10.0,15.0,7.0,5.0,7.0,493.0,0.40152963671128106,3.0,14.0,4.666666666666667,0.0,0.0,0.32158443465491926,0.026626071590329734,0.36585365853658536,1,0,574,0,1.0
C004854,0,69.0,10.0,1919.14,191.91400000000002,15.0,11.5,10.0,5.0,6.0,427.0,0.6564551422319476,6.0,19.0,3.1666666666666665,0.0,0.0,0.38854919236417035,0.05980400153772459,0.2804878048780488,1,0,499,0,1.0
C004855,0,61.0,7.0,367.18,52.45428571428572,11.0,20.0,7.0,3.0,5.0,668.0,0.3008595988538682,4.0,14.0,3.5,1.0,0.25,0.28725110132158593,0.02214035572620442,0.4878048780487805,1,0,193,1,0.0
C004856,1,197.0,2.0,802.13,401.065,3.0,22.5,2.0,2.0,2.0,297.0,0.18348623853211007,1.0,15.0,15.0,0.0,0.0,0.34764317180616744,0.019892838669890122,0.5487804878048781,0,1,453,1,0.0
C004857,1,104.0,21.0,4636.650000000001,220.79285714285717,42.0,11.428571428571429,20.0,5.0,14.0,611.0,0.9828393135725428,1.0,7.0,7.0,1.0,1.0,0.10875330396475771,0.12062595922327786,0.2787456445993031,0,0,680,2,1.0
C004858,1,454.0,1.0,24.26,24.26,2.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,22.0,5.5,2.0,0.5,0.2453215859030837,0.03419485739501881,0.0,0,1,652,2,1.0
