session_id,date,customer_id,channel,pages_viewed,cart_abandoned
S0021359,2024-11-28,C006497,Direct,2,0
S0021360,2024-05-28,C016283,Social,2,0
S0021361,2025-04-03,C003266,Social,2,0
S0021362,2025-11-26,C015784,Social,1,0
S0021363,2024-11-02,C000599,Organic Search,6,1
S0021364,2024-06-19,C003446,Social,7,0
S0021365,2026-01-10,C008596,Paid Search,6,0
S0021366,2025-10-25,C013544,Organic Search,2,0
S0021367,2024-06-20,C016742,Organic Search,4,1
S0021368,2024-12-18,C003258,Organic Search,7,0
S0021369,2025-08-02,C002312,Direct,4,1
S0021370,2025-07-17,C001493,Organic Search,5,0
S0021371,2024-08-04,C003496,Direct,7,1
S0021372,2025-02-28,C000937,Direct,8,0
S0021373,2024-11-15,C003867,Paid Search,10,0
S0021374,2024-06-02,C013532,Social,8,1
S0021375,2025-03-03,C016001,Direct,6,1
S0021376,2025-02-27,C016208,Direct,4,0
S0021377,2024-09-25,C008622,Direct,5,0
S0021378,2025-06-13,C011937,Organic Search,7,0
S0021379,2024-02-20,C007641,Social,7,0
S0021380,2026-01-20,C000621,Paid Search,1,0
S0021381,2025-09-12,C004883,Social,1,0
S0021382,2025-05-21,C006757,Referral,1,0
S0021383,2024-08-03,C012164,Social,3,0
S0021384,2024-06-07,C011131,Direct,3,1
S0021385,2024-03-23,C014060,Organic Search,2,0
S0021386,2024-08-30,C010801,Direct,6,0
S0021387,2025-03-25,C003926,Organic Search,10,1
S0021388,2024-07-21,C001944,Direct,6,0
S0021389,2024-06-18,C000850,Direct,3,0
S0021390,2024-08-12,C014861,Organic Search,2,0
S0021391,2025-03-26,C017484,Referral,1,0
S0021392,2024-05-13,C010324,Direct,4,1
S0021393,2024-03-18,C005178,Paid Search,11,0
S0021394,2024-12-10,C008513,Paid Search,2,0
S0021395,2025-11-30,C014248,Direct,3,0
S0021396,2024-10-22,C007434,Paid Search,7,0
S0021397,2024-09-14,C007371,Organic Search,2,0
S0021398,2025-12-12,C007738,Organic Search,1,1
S0021399,2025-09-29,C002953,Email,6,0
S0021400,2025-09-01,C004403,Paid Search,6,0
S0021401,2024-04-24,C000505,Paid Search,1,0
S0021402,2025-12-06,C001177,Direct,5,0
S0021403,2025-05-07,C005752,Paid Search,2,1
S0021404,2024-07-08,C002539,Paid Search,5,1
S0021405,2026-01-29,C012337,Referral,6,0
S0021406,2026-01-03,C005313,Direct,5,0
S0021407,2024-08-22,C001169,Organic Search,3,0
S0021408,2024-04-11,C005284,Direct,2,0
S0021409,2025-12-31,C002602,Organic Search,4,0
S0021410,2024-09-13,C014470,Direct,3,0
S0021411,2024-10-07,C000576,Organic Search,2,0
S0021412,2025-08-30,C000088,Organic Search,1,0
S0021413,2024-04-16,C012385,Paid Search,6,0
S0021414,2024-04-13,C017440,Referral,4,1
S0021415,2024-07-31,C007041,Organic Search,9,0
S0021416,2025-01-13,C016563,Organic Search,4,0
S0021417,2025-02-12,C007203,Referral,11,0
S0021418,2024-12-25,C003641,Organic Search,9,0
S0021419,2025-01-13,C008302,Organic Search,3,0
S0021420,2026-01-22,C012251,Referral,3,0
S0021421,2025-04-08,C005814,Organic Search,1,0
S0021422,2025-06-12,C010080,Paid Search,1,0
S0021423,2024-08-13,C003672,Organic Search,4,0
S0021424,2025-01-15,C009371,Direct,9,0
S0021425,2025-06-10,C010947,Organic Search,3,0
S0021426,2025-09-18,C001667,Organic Search,1,0
S0021427,2024-08-03,C003363,Email,5,0
S0021428,2025-02-21,C015359,Paid Search,5,0
S0021429,2024-07-01,C016561,Direct,15,1
S0021430,2024-08-11,C006634,Direct,2,1
S0021431,2024-08-07,C008030,Direct,1,0
S0021432,2025-05-27,C012740,Organic Search,3,1
S0021433,2024-04-12,C004580,Direct,3,0
S0021434,2024-12-10,C004918,Email,6,0
S0021435,2024-04-29,C000970,Organic Search,3,0
S0021436,2025-12-28,C001947,Organic Search,4,0
S0021437,2024-03-28,C017009,Organic Search,1,1
S0021438,2024-03-16,C005340,Direct,5,0
S0021439,2024-07-01,C009424,Paid Search,5,1
S0021440,2026-01-04,C007446,Organic Search,3,0
S0021441,2024-07-04,C016087,Paid Search,6,0
S0021442,2025-08-20,C010148,Direct,1,0
S0021443,2024-05-25,C017761,Social,2,0
S0021444,2025-03-24,C009879,Organic Search,5,1
S0021445,2025-05-06,C000543,Paid Search,6,0
S0021446,2025-05-17,C007200,Social,9,1
S0021447,2024-07-19,C012569,Social,2,0
S0021448,2025-02-27,C000330,Social,7,0
S0021449,2024-08-11,C016680,Direct,1,0
S0021450,2025-06-16,C012765,Paid Search,2,0
S0021451,2024-11-30,C004270,Referral,2,0
S0021452,2025-11-23,C010440,Social,1,0
S0021453,2026-01-12,C011465,Email,6,0
S0021454,2025-10-26,C005210,Organic Search,6,0
S0021455,2025-02-14,C012611,Direct,1,1
S0021456,2025-03-15,C014461,Direct,2,0
S0021457,2024-04-22,C010292,Social,2,0
S0021458,2025-01-12,C006671,Organic Search,6,0
S0021459,2024-03-02,C012810,Paid Search,5,0
S0021460,2025-05-20,C008204,Organic Search,4,1
S0021461,2025-03-19,C008865,Direct,3,0
S0021462,2025-07-29,C006743,Direct,1,0
S0021463,2024-06-12,C001554,Organic Search,5,0
S0021464,2024-04-01,C013277,Email,2,0
S0021465,2025-01-05,C005761,Organic Search,1,0
S0021466,2024-02-15,C000030,Referral,6,0
S0021467,2024-11-25,C009203,Social,9,0
S0021468,2025-06-01,C012032,Social,1,0
S0021469,2025-04-19,C005391,Organic Search,1,0
S0021470,2024-12-30,C005903,Paid Search,2,0
S0021471,2025-12-27,C006800,Email,1,0
S0021472,2024-10-07,C011646,Direct,4,0
S0021473,2025-04-20,C009791,Paid Search,3,0
S0021474,2025-08-18,C008638,Direct,4,0
S0021475,2025-11-07,C015298,Direct,15,0
S0021476,2025-09-09,C012236,Email,8,0
S0021477,2024-08-31,C000817,Organic Search,5,0
S0021478,2024-02-07,C005227,Social,4,0
S0021479,2025-05-18,C014607,Direct,3,0
S0021480,2024-02-21,C017989,Social,14,0
S0021481,2025-05-22,C016285,Referral,2,0
S0021482,2024-03-03,C005500,Social,2,0
S0021483,2024-06-29,C007037,Paid Search,7,0
S0021484,2024-10-23,C013859,Organic Search,1,0
S0021485,2024-11-09,C014837,Paid Search,5,0
S0021486,2025-08-22,C006436,Paid Search,2,0
S0021487,2024-05-04,C015510,Email,2,0
S0021488,2024-02-24,C010795,Paid Search,6,0
S0021489,2025-07-04,C012676,Organic Search,2,0
S0021490,2025-08-23,C015210,Organic Search,3,0
S0021491,2025-09-12,C010073,Paid Search,1,0
S0021492,2025-10-31,C010694,Direct,5,0
S0021493,2024-02-06,C015392,Organic Search,7,1
S0021494,2024-02-14,C016797,Direct,1,1
S0021495,2025-06-24,C006656,Social,3,1
S0021496,2024-11-28,C013189,Organic Search,1,0
S0021497,2025-08-09,C008045,Direct,3,0
S0021498,2024-02-29,C009034,Organic Search,3,0
S0021499,2025-11-20,C000941,Direct,1,0
S0021500,2024-03-28,C015801,Organic Search,4,0
S0021501,2024-08-02,C005386,Paid Search,3,0
S0021502,2024-04-21,C012039,Direct,1,0
S0021503,2024-11-21,C005796,Organic Search,2,0
S0021504,2024-11-03,C009437,Organic Search,2,0
S0021505,2025-04-29,C003553,Paid Search,3,0
S0021506,2025-11-29,C001951,Email,4,0
S0021507,2024-12-15,C011252,Social,2,1
S0021508,2025-09-09,C009636,Direct,2,0
S0021509,2025-03-06,C004717,Direct,2,0
S0021510,2025-11-27,C002586,Paid Search,4,0
S0021511,2026-01-25,C009617,Organic Search,1,0
S0021512,2024-04-04,C011074,Social,1,1
S0021513,2024-09-11,C016844,Direct,3,0
S0021514,2025-12-20,C007317,Social,1,1
S0021515,2025-12-02,C016269,Direct,6,1
S0021516,2024-06-21,C016441,Direct,1,0
S0021517,2025-07-10,C016676,Referral,4,0
S0021518,2025-08-15,C014434,Organic Search,1,0
S0021519,2024-07-14,C015554,Email,2,0
S0021520,2024-08-22,C003635,Direct,4,0
S0021521,2025-09-20,C011000,Email,6,0
S0021522,2024-03-09,C011126,Organic Search,2,0
S0021523,2025-01-07,C016646,Email,11,0
S0021524,2025-10-25,C011450,Organic Search,2,0
S0021525,2024-05-02,C011305,Paid Search,3,0
S0021526,2024-10-13,C002887,Paid Search,4,0
S0021527,2024-11-07,C014978,Referral,3,0
S0021528,2025-05-24,C002534,Email,3,0
S0021529,2024-03-09,C011470,Email,4,0
S0021530,2024-08-08,C017291,Organic Search,3,0
S0021531,2026-01-13,C013943,Organic Search,11,0
S0021532,2025-06-23,C006317,Paid Search,1,0
S0021533,2025-07-16,C006119,Organic Search,3,0
S0021534,2024-03-17,C016409,Direct,1,0
S0021535,2024-11-15,C014621,Organic Search,14,0
S0021536,2024-12-03,C003076,Direct,3,1
S0021537,2025-07-10,C007648,Social,5,0
S0021538,2024-10-03,C001634,Organic Search,4,1
S0021539,2024-09-07,C014698,Social,3,1
S0021540,2025-07-08,C004149,Organic Search,4,1
S0021541,2024-02-20,C017960,Organic Search,2,0
S0021542,2025-03-29,C006715,Social,4,0
S0021543,2025-09-24,C002119,Paid Search,7,0
S0021544,2024-04-24,C005549,Organic Search,8,0
S0021545,2025-01-24,C003476,Social,2,0
S0021546,2024-02-17,C017105,Organic Search,4,0
S0021547,2024-12-31,C013394,Direct,9,0
S0021548,2024-03-04,C017536,Organic Search,3,0
S0021549,2025-09-23,C005389,Organic Search,5,0
S0021550,2025-05-07,C006274,Organic Search,11,0
S0021551,2025-01-29,C008975,Organic Search,16,0
S0021552,2024-12-29,C013210,Organic Search,4,0
S0021553,2025-03-06,C013205,Paid Search,2,0
S0021554,2025-07-02,C004438,Social,3,1
S0021555,2024-08-28,C015502,Direct,1,0
S0021556,2024-02-19,C014410,Organic Search,9,0
S0021557,2025-10-18,C007916,Email,8,1
S0021558,2024-06-22,C008550,Referral,9,1
S0021559,2025-03-23,C005731,Direct,2,1
S0021560,2025-01-14,C013397,Paid Search,1,0
S0021561,2025-11-08,C015563,Social,9,0
S0021562,2024-02-20,C011014,Organic Search,2,1
S0021563,2024-02-05,C004453,Social,7,0
S0021564,2025-08-06,C009558,Email,1,0
S0021565,2024-07-31,C008547,Paid Search,3,0
S0021566,2025-10-31,C000078,Paid Search,5,1
S0021567,2024-06-25,C009417,Direct,12,1
S0021568,2025-05-11,C011285,Paid Search,1,0
S0021569,2025-03-20,C011635,Paid Search,1,0
S0021570,2025-07-13,C009710,Organic Search,2,0
S0021571,2024-08-08,C002679,Paid Search,2,0
S0021572,2026-01-12,C012747,Direct,4,0
S0021573,2025-08-02,C011116,Organic Search,9,0
S0021574,2025-12-11,C015346,Direct,2,0
S0021575,2025-02-28,C009342,Email,6,0
S0021576,2025-05-29,C011494,Social,3,0
S0021577,2025-01-18,C009962,Organic Search,5,0
S0021578,2024-06-21,C001921,Direct,2,0
S0021579,2025-12-01,C013664,Direct,7,0
S0021580,2024-09-21,C014198,Email,14,0
S0021581,2024-05-27,C005355,Social,4,0
S0021582,2025-10-01,C010869,Direct,8,0
S0021583,2024-02-18,C012041,Social,1,0
S0021584,2025-10-16,C011195,Paid Search,6,1
S0021585,2025-03-21,C004830,Organic Search,5,1
S0021586,2025-12-29,C006685,Direct,1,0
S0021587,2026-01-19,C015765,Social,2,0
S0021588,2025-04-06,C005321,Organic Search,1,0
S0021589,2025-02-01,C003940,Organic Search,13,0
S0021590,2025-04-01,C000646,Organic Search,1,0
S0021591,2024-08-07,C003204,Social,1,0
S0021592,2024-03-15,C011687,Referral,11,0
S0021593,2024-03-31,C002478,Paid Search,5,1
S0021594,2024-12-11,C012728,Direct,2,1
S0021595,2024-04-03,C011386,Direct,3,0
S0021596,2024-06-10,C009035,Direct,5,0
S0021597,2025-09-28,C007704,Direct,1,0
S0021598,2024-04-18,C016915,Organic Search,1,0
S0021599,2025-07-21,C004479,Direct,6,0
S0021600,2024-09-05,C003733,Paid Search,1,0
S0021601,2024-09-23,C016931,Direct,5,0
S0021602,2025-07-05,C007666,Social,10,0
S0021603,2024-03-21,C009887,Organic Search,3,1
S0021604,2025-04-20,C013417,Social,10,0
S0021605,2026-01-21,C006305,Organic Search,4,1
S0021606,2025-10-15,C013582,Direct,7,1
S0021607,2024-04-11,C015808,Social,1,0
S0021608,2024-12-11,C011403,Email,6,0
S0021609,2024-04-27,C013934,Social,2,0
S0021610,2025-07-08,C000100,Email,5,0
S0021611,2024-05-28,C006640,Direct,12,1
S0021612,2025-05-08,C001019,Social,3,0
S0021613,2024-12-31,C009022,Direct,7,0
S0021614,2024-05-09,C003041,Paid Search,14,0
S0021615,2024-06-19,C002904,Paid Search,2,1
S0021616,2025-08-02,C004560,Organic Search,3,1
S0021617,2025-10-18,C017224,Email,1,0
S0021618,2025-12-11,C007915,Organic Search,1,0
S0021619,2025-01-07,C005884,Direct,2,0
S0021620,2024-10-01,C004418,Organic Search,2,1
S0021621,2025-12-19,C012680,Direct,7,0
S0021622,2025-01-21,C008327,Referral,1,0
S0021623,2025-04-06,C004188,Organic Search,7,0
S0021624,2024-09-26,C016876,Social,6,0
S0021625,2024-07-24,C002392,Email,5,0
S0021626,2025-12-13,C008140,Paid Search,1,1
S0021627,2024-09-05,C010356,Email,2,0
S0021628,2024-10-10,C016198,Email,2,0
S0021629,2024-06-09,C013930,Social,1,0
S0021630,2024-05-14,C001682,Social,3,0
S0021631,2025-02-09,C002048,Referral,1,0
S0021632,2026-01-28,C002508,Direct,2,0
S0021633,2025-06-07,C012360,Organic Search,3,0
S0021634,2025-09-13,C000570,Organic Search,9,0
S0021635,2024-07-19,C005691,Direct,4,0
S0021636,2024-12-27,C013700,Email,1,0
S0021637,2026-01-24,C006528,Organic Search,4,0
S0021638,2024-03-19,C008815,Referral,3,0
S0021639,2024-11-30,C014770,Direct,4,1
S0021640,2025-02-03,C005444,Organic Search,1,0
S0021641,2024-12-21,C007011,Social,6,0
S0021642,2024-08-02,C007366,Social,7,0
S0021643,2025-01-19,C015440,Organic Search,3,0
S0021644,2025-12-01,C007750,Social,1,0
S0021645,2025-12-21,C004075,Email,6,0
S0021646,2025-04-25,C000723,Paid Search,3,1
S0021647,2024-02-08,C014301,Organic Search,9,0
S0021648,2025-11-24,C008045,Organic Search,5,1
S0021649,2024-05-16,C005367,Referral,13,0
S0021650,2025-03-29,C004637,Social,2,0
S0021651,2025-04-18,C000474,Referral,8,0
S0021652,2025-12-19,C013562,Referral,2,0
S0021653,2025-05-12,C006203,Direct,13,0
S0021654,2024-07-17,C003389,Paid Search,7,0
S0021655,2025-12-09,C002193,Paid Search,2,0
S0021656,2025-08-29,C016158,Organic Search,11,0
S0021657,2025-11-15,C015444,Organic Search,5,0
S0021658,2024-05-26,C006584,Email,7,0
S0021659,2024-06-13,C015649,Organic Search,7,0
S0021660,2025-04-29,C011933,Direct,7,0
S0021661,2025-06-04,C016818,Social,2,0
S0021662,2024-09-14,C001310,Email,4,1
S0021663,2024-09-26,C016218,Email,8,0
S0021664,2025-09-11,C016473,Paid Search,1,1
S0021665,2024-07-10,C011487,Social,1,0
S0021666,2025-03-10,C009438,Organic Search,2,0
S0021667,2025-04-01,C011280,Direct,1,0
S0021668,2025-04-10,C016601,Referral,3,1
S0021669,2025-02-21,C001470,Social,1,0
S0021670,2024-07-04,C011599,Paid Search,1,0
S0021671,2024-03-15,C010296,Organic Search,7,0
S0021672,2025-04-02,C001875,Social,5,0
S0021673,2024-06-07,C002288,Paid Search,2,0
S0021674,2025-03-29,C003649,Direct,3,0
S0021675,2024-03-09,C004840,Organic Search,2,0
S0021676,2024-05-13,C001830,Direct,10,0
S0021677,2024-12-08,C013116,Social,9,0
S0021678,2025-04-03,C009877,Paid Search,2,0
S0021679,2024-09-19,C013350,Direct,1,0
S0021680,2025-10-19,C013553,Organic Search,1,0
S0021681,2024-07-01,C015746,Direct,4,0
S0021682,2025-10-02,C001290,Email,1,1
S0021683,2025-11-16,C007300,Organic Search,8,0
S0021684,2025-02-16,C003889,Paid Search,6,0
S0021685,2024-10-29,C005032,Direct,1,0
S0021686,2024-04-05,C009806,Organic Search,4,0
S0021687,2025-04-30,C005564,Organic Search,4,0
S0021688,2024-05-26,C000206,Direct,15,1
S0021689,2024-10-08,C011236,Organic Search,3,0
S0021690,2024-02-14,C000608,Organic Search,6,0
S0021691,2024-02-17,C010442,Direct,3,1
S0021692,2025-05-27,C000635,Organic Search,6,0
S0021693,2024-12-20,C005763,Paid Search,3,0
S0021694,2024-09-13,C000039,Social,1,0
S0021695,2024-06-15,C001001,Email,10,0
S0021696,2024-06-22,C014713,Organic Search,10,0
S0021697,2025-10-09,C002900,Email,4,0
S0021698,2024-06-26,C016385,Organic Search,1,0
S0021699,2025-09-25,C011527,Direct,10,0
S0021700,2025-04-28,C015858,Social,11,0
S0021701,2025-03-28,C004665,Organic Search,5,1
S0021702,2025-02-06,C013153,Social,3,1
S0021703,2024-05-05,C001634,Referral,1,0
S0021704,2025-11-27,C000816,Direct,8,0
S0021705,2024-06-24,C015013,Paid Search,3,0
S0021706,2024-07-12,C005348,Paid Search,9,0
S0021707,2024-05-29,C013657,Email,2,0
S0021708,2025-06-07,C016915,Organic Search,7,0
S0021709,2024-04-11,C009089,Paid Search,4,0
S0021710,2025-05-25,C004233,Direct,5,1
S0021711,2024-07-24,C013402,Social,2,1
S0021712,2024-10-29,C011732,Organic Search,4,1
S0021713,2025-09-05,C011262,Email,3,0
S0021714,2025-10-06,C005704,Referral,4,1
S0021715,2024-02-21,C016282,Organic Search,8,0
S0021716,2024-07-10,C015329,Organic Search,5,1
S0021717,2025-10-28,C001412,Paid Search,2,0
S0021718,2025-03-23,C010452,Email,7,0
S0021719,2024-09-26,C017441,Email,1,0
S0021720,2026-01-02,C008750,Direct,12,0
S0021721,2025-06-29,C014151,Direct,15,0
S0021722,2025-02-17,C011899,Organic Search,8,0
S0021723,2025-02-02,C005881,Direct,1,0
S0021724,2025-06-02,C013562,Direct,8,0
S0021725,2025-10-22,C013305,Referral,2,0
S0021726,2025-10-07,C005736,Organic Search,20,0
S0021727,2025-09-28,C013190,Organic Search,3,0
S0021728,2024-02-06,C014922,Direct,2,1
S0021729,2024-12-10,C005680,Organic Search,3,0
S0021730,2024-03-13,C003498,Direct,7,0
S0021731,2024-10-03,C007568,Direct,3,0
S0021732,2024-12-18,C014337,Direct,1,0
S0021733,2025-12-16,C005708,Organic Search,1,0
S0021734,2024-04-30,C008755,Direct,4,1
S0021735,2024-10-07,C013116,Social,1,0
S0021736,2025-08-05,C010837,Email,1,1
S0021737,2025-11-21,C007638,Organic Search,1,0
S0021738,2025-07-29,C004160,Email,5,0
S0021739,2025-07-02,C008614,Paid Search,1,0
S0021740,2024-08-28,C004496,Email,5,0
S0021741,2025-03-01,C015977,Social,4,0
S0021742,2024-07-21,C005597,Organic Search,11,0
S0021743,2025-04-01,C007167,Direct,4,0
S0021744,2025-09-09,C007353,Direct,2,0
S0021745,2024-08-19,C009310,Paid Search,8,0
S0021746,2025-04-03,C011265,Email,5,0
S0021747,2024-05-30,C017596,Social,1,0
S0021748,2025-03-02,C015646,Direct,7,0
S0021749,2024-02-20,C006959,Direct,6,0
S0021750,2025-10-11,C006544,Direct,1,0
S0021751,2024-02-05,C016281,Paid Search,5,0
S0021752,2024-08-23,C003048,Paid Search,5,1
S0021753,2024-03-04,C009464,Direct,7,0
S0021754,2025-10-17,C017923,Social,4,0
S0021755,2024-05-02,C013073,Direct,3,0
S0021756,2025-08-31,C006377,Direct,12,0
S0021757,2025-06-16,C001468,Direct,11,0
S0021758,2024-05-12,C003876,Direct,16,0
S0021759,2025-11-26,C010319,Paid Search,2,1
S0021760,2025-03-13,C003298,Direct,11,0
S0021761,2025-01-19,C006629,Organic Search,15,0
S0021762,2024-08-13,C002689,Organic Search,2,1
S0021763,2025-06-19,C000808,Email,1,1
S0021764,2025-09-21,C005748,Direct,1,0
S0021765,2025-02-26,C015256,Referral,2,1
S0021766,2025-07-15,C005270,Direct,7,0
S0021767,2025-03-02,C016546,Paid Search,3,0
S0021768,2025-03-28,C006281,Organic Search,4,0
S0021769,2024-04-09,C005932,Organic Search,7,0
S0021770,2024-02-16,C003370,Organic Search,3,0
S0021771,2025-07-18,C007695,Email,11,0
S0021772,2025-10-31,C017323,Direct,8,1
S0021773,2024-09-29,C006430,Social,8,0
S0021774,2024-04-19,C007540,Email,4,0
S0021775,2025-12-12,C008124,Referral,3,0
S0021776,2024-06-18,C014549,Organic Search,3,0
S0021777,2024-03-11,C017850,Organic Search,2,0
S0021778,2025-11-12,C009379,Referral,3,0
S0021779,2025-04-26,C010277,Social,5,0
S0021780,2024-02-22,C006775,Paid Search,12,1
S0021781,2024-07-18,C017712,Paid Search,18,0
S0021782,2024-02-07,C011783,Referral,2,1
S0021783,2024-10-21,C014863,Organic Search,7,0
S0021784,2025-08-16,C008754,Paid Search,6,0
S0021785,2025-05-11,C017310,Organic Search,1,0
S0021786,2025-08-30,C002429,Direct,6,0
S0021787,2024-07-10,C011530,Email,2,0
S0021788,2025-12-29,C009629,Direct,9,0
S0021789,2025-11-07,C016452,Organic Search,2,0
S0021790,2025-11-20,C000028,Organic Search,6,0
S0021791,2025-02-09,C003639,Organic Search,5,0
S0021792,2025-06-23,C008469,Social,5,0
S0021793,2025-09-09,C011425,Social,3,0
S0021794,2024-10-23,C007018,Organic Search,1,0
S0021795,2025-03-09,C012243,Organic Search,2,0
S0021796,2024-07-19,C009620,Social,6,0
S0021797,2024-02-23,C014431,Organic Search,3,0
S0021798,2025-05-22,C005733,Organic Search,7,0
S0021799,2024-08-25,C000497,Email,3,0
S0021800,2024-04-13,C007164,Email,5,0
S0021801,2024-10-28,C010080,Direct,6,1
S0021802,2025-05-19,C002646,Referral,6,0
S0021803,2025-05-08,C013218,Social,4,0
S0021804,2026-01-03,C011408,Organic Search,3,0
S0021805,2026-01-12,C012994,Direct,1,0
S0021806,2024-05-04,C008019,Organic Search,5,0
S0021807,2025-05-15,C012800,Referral,2,1
S0021808,2024-12-16,C001633,Social,2,0
S0021809,2024-09-24,C008759,Paid Search,6,0
S0021810,2025-06-03,C002963,Email,1,0
S0021811,2024-04-08,C002838,Organic Search,5,0
S0021812,2024-04-14,C000900,Direct,3,0
S0021813,2024-02-20,C016266,Referral,4,0
S0021814,2024-08-04,C008887,Referral,6,1
S0021815,2024-07-16,C016424,Direct,5,0
S0021816,2025-07-30,C005450,Paid Search,6,0
S0021817,2025-07-06,C005961,Organic Search,1,0
S0021818,2025-08-13,C000270,Organic Search,2,0
S0021819,2025-06-28,C004807,Organic Search,2,1
S0021820,2024-11-09,C010993,Organic Search,1,0
S0021821,2026-01-30,C014294,Paid Search,14,0
S0021822,2025-12-25,C014536,Referral,6,0
S0021823,2024-05-13,C000666,Email,7,1
S0021824,2025-08-24,C007860,Organic Search,1,0
S0021825,2024-07-11,C011584,Paid Search,3,0
S0021826,2024-09-03,C005273,Referral,2,0
S0021827,2025-03-07,C015460,Organic Search,5,0
S0021828,2024-04-06,C017398,Email,7,0
S0021829,2025-02-28,C010145,Paid Search,11,0
S0021830,2025-05-15,C012285,Organic Search,2,0
S0021831,2025-09-09,C000074,Organic Search,8,1
S0021832,2024-12-23,C010098,Paid Search,1,0
S0021833,2024-12-03,C011469,Social,1,1
S0021834,2025-03-15,C002760,Social,1,0
S0021835,2025-09-25,C008497,Organic Search,1,0
S0021836,2025-06-29,C005572,Organic Search,5,0
S0021837,2024-11-27,C017089,Direct,5,0
S0021838,2024-04-23,C010074,Direct,8,0
S0021839,2025-10-05,C014917,Organic Search,4,0
S0021840,2024-04-20,C007825,Direct,6,0
S0021841,2024-08-21,C003886,Direct,2,1
S0021842,2024-11-07,C013747,Paid Search,11,0
S0021843,2025-08-20,C017123,Organic Search,2,0
S0021844,2026-01-07,C002638,Organic Search,3,0
S0021845,2024-09-06,C003497,Organic Search,1,0
S0021846,2025-11-27,C014501,Social,5,0
S0021847,2024-09-09,C012676,Social,8,0
S0021848,2025-11-13,C014631,Referral,2,0
S0021849,2025-11-28,C011811,Social,7,0
S0021850,2025-02-03,C002512,Referral,4,0
S0021851,2024-09-12,C003574,Paid Search,2,0
S0021852,2025-01-29,C005604,Social,1,0
S0021853,2024-11-16,C015412,Organic Search,6,0
S0021854,2024-06-24,C013009,Email,5,0
S0021855,2024-07-31,C017428,Direct,3,0
S0021856,2025-04-06,C006120,Direct,1,0
S0021857,2024-10-11,C002553,Organic Search,4,0
S0021858,2024-04-23,C014905,Social,15,1
S0021859,2024-04-06,C017301,Email,4,1
S0021860,2025-09-19,C011088,Email,5,1
S0021861,2025-10-22,C006997,Paid Search,1,0
S0021862,2025-09-12,C009002,Email,1,0
S0021863,2025-03-24,C009878,Organic Search,12,0
S0021864,2025-06-03,C001800,Social,4,0
S0021865,2025-02-21,C014528,Organic Search,4,0
S0021866,2025-10-15,C009650,Organic Search,6,0
S0021867,2024-07-22,C005686,Direct,3,0
S0021868,2024-09-11,C007154,Social,6,0
S0021869,2025-05-31,C007914,Organic Search,2,0
S0021870,2025-08-10,C008476,Direct,4,0
S0021871,2025-08-25,C006953,Direct,1,0
S0021872,2025-01-12,C006946,Paid Search,11,0
S0021873,2024-09-09,C004151,Organic Search,17,0
S0021874,2024-06-15,C008632,Organic Search,7,0
S0021875,2024-08-23,C014120,Organic Search,6,0
S0021876,2024-03-03,C003764,Direct,4,1
S0021877,2025-12-16,C010363,Organic Search,3,0
S0021878,2024-09-28,C002779,Organic Search,4,0
S0021879,2024-10-29,C016709,Email,10,0
S0021880,2025-09-02,C006593,Organic Search,18,0
S0021881,2024-09-29,C012422,Social,3,0
S0021882,2024-06-09,C003433,Organic Search,5,0
S0021883,2025-10-16,C012309,Organic Search,3,1
S0021884,2024-04-02,C012606,Paid Search,2,0
S0021885,2024-03-01,C010813,Organic Search,5,0
S0021886,2025-03-23,C013314,Paid Search,1,0
S0021887,2025-06-03,C000179,Paid Search,2,0
S0021888,2026-01-25,C006062,Organic Search,5,0
S0021889,2025-08-31,C007946,Organic Search,1,0
S0021890,2024-06-16,C009675,Paid Search,4,0
S0021891,2024-03-14,C006134,Direct,9,0
S0021892,2025-02-02,C015142,Direct,4,0
S0021893,2024-02-26,C002959,Organic Search,1,1
S0021894,2024-03-02,C016445,Organic Search,1,1
S0021895,2025-09-14,C015738,Organic Search,8,0
S0021896,2025-05-18,C003924,Paid Search,1,0
S0021897,2025-03-03,C006110,Organic Search,1,0
S0021898,2025-11-27,C002932,Social,4,0
S0021899,2025-02-07,C014511,Organic Search,5,1
S0021900,2025-07-06,C000489,Organic Search,6,0
S0021901,2025-08-21,C007124,Organic Search,6,0
S0021902,2025-03-02,C001318,Social,1,0
S0021903,2025-11-25,C012383,Direct,2,0
S0021904,2025-01-10,C009305,Referral,1,0
S0021905,2024-03-12,C008936,Email,8,0
S0021906,2025-08-03,C015623,Social,2,0
S0021907,2025-09-15,C013620,Email,4,1
S0021908,2025-04-11,C007533,Organic Search,3,0
S0021909,2025-01-02,C012203,Paid Search,2,0
S0021910,2024-11-19,C014807,Email,3,0
S0021911,2025-09-26,C017429,Email,5,0
S0021912,2024-09-22,C006310,Direct,1,0
S0021913,2024-09-15,C001535,Email,6,1
S0021914,2024-05-12,C003372,Organic Search,7,0
S0021915,2024-07-08,C010565,Organic Search,7,0
S0021916,2024-06-08,C012836,Email,3,0
S0021917,2024-06-03,C013384,Organic Search,14,0
S0021918,2025-03-26,C010059,Direct,4,0
S0021919,2024-07-16,C006111,Organic Search,5,0
S0021920,2025-09-16,C011002,Direct,5,0
S0021921,2024-09-10,C004356,Organic Search,9,0
S0021922,2025-03-05,C012991,Email,2,0
S0021923,2025-06-10,C007301,Organic Search,11,0
S0021924,2025-06-26,C009129,Organic Search,2,0
