customer_id,signup_date,age_band,island,loyalty_tier,churn_flag
C003244,2025-12-11,18-24,Trinidad,Bronze,1
C003245,2025-04-18,25-34,Jamaica,Bronze,0
C003246,2025-09-22,55-64,Barbados,Silver,1
C003247,2024-02-24,25-34,Jamaica,Silver,0
C003248,2024-03-02,55-64,Barbados,Platinum,0
C003249,2024-02-05,35-44,Trinidad,Bronze,1
C003250,2025-04-20,25-34,Jamaica,Silver,0
C003251,2025-05-30,18-24,Jamaica,Bronze,0
C003252,2025-02-25,55-64,Trinidad,Bronze,0
C003253,2025-05-18,35-44,Tobago,Bronze,0
C003254,2024-06-14,25-34,Trinidad,Silver,1
C003255,2025-05-07,25-34,Barbados,Bronze,0
C003256,2025-03-08,35-44,Barbados,Bronze,0
C003257,2025-03-07,45-54,Trinidad,Bronze,0
C003258,2025-04-03,45-54,Trinidad,Platinum,0
C003259,2024-12-26,25-34,Trinidad,Silver,0
C003260,2025-04-13,35-44,Trinidad,Silver,0
C003261,2024-01-08,35-44,Barbados,Bronze,0
C003262,2024-04-11,55-64,Barbados,Bronze,0
C003263,2024-08-15,35-44,Trinidad,Bronze,1
C003264,2024-07-05,45-54,Tobago,Bronze,0
C003265,2025-03-20,25-34,Trinidad,Bronze,0
C003266,2024-07-19,45-54,Jamaica,Bronze,0
C003267,2024-06-18,55-64,Barbados,Gold,0
C003268,2024-11-18,35-44,Jamaica,Bronze,0
C003269,2024-06-16,35-44,Trinidad,Bronze,0
C003270,2025-08-18,25-34,Barbados,Bronze,0
C003271,2025-11-12,45-54,Trinidad,Bronze,0
C003272,2025-04-13,25-34,Trinidad,Gold,0
C003273,2025-02-11,45-54,Jamaica,Gold,0
C003274,2024-03-08,18-24,Trinidad,Bronze,0
C003275,2025-12-23,25-34,Jamaica,Silver,0
C003276,2024-04-12,55-64,Jamaica,Bronze,0
C003277,2024-08-03,65+,Trinidad,Silver,0
C003278,2025-01-14,45-54,Trinidad,Bronze,1
C003279,2025-08-02,18-24,Tobago,Bronze,0
C003280,2025-04-17,25-34,Barbados,Bronze,0
C003281,2025-08-31,25-34,Barbados,Bronze,0
C003282,2025-09-18,35-44,Tobago,Gold,0
C003283,2024-05-15,35-44,Barbados,Bronze,1
C003284,2025-10-03,45-54,Trinidad,Bronze,0
C003285,2024-05-30,18-24,Trinidad,Bronze,0
C003286,2024-08-27,18-24,Trinidad,Gold,0
C003287,2025-02-19,65+,Trinidad,Bronze,0
C003288,2025-07-24,45-54,Trinidad,Bronze,0
C003289,2025-11-04,55-64,Tobago,Silver,1
C003290,2024-04-25,25-34,Jamaica,Silver,0
C003291,2024-09-29,25-34,Barbados,Bronze,1
C003292,2024-06-25,55-64,Jamaica,Bronze,1
C003293,2024-10-25,45-54,Trinidad,Bronze,0
C003294,2024-08-31,18-24,Trinidad,Bronze,0
C003295,2025-09-17,25-34,Trinidad,Bronze,1
C003296,2025-11-15,25-34,Trinidad,Bronze,1
C003297,2025-07-29,25-34,Trinidad,Silver,0
C003298,2024-09-29,18-24,Jamaica,Platinum,0
C003299,2024-11-07,65+,Jamaica,Bronze,0
C003300,2024-10-03,45-54,Trinidad,Bronze,1
C003301,2025-12-13,35-44,Jamaica,Bronze,0
C003302,2025-04-09,18-24,Barbados,Platinum,0
C003303,2025-04-28,45-54,Trinidad,Gold,0
C003304,2025-12-25,45-54,Tobago,Bronze,1
C003305,2024-03-30,25-34,Jamaica,Silver,1
C003306,2025-12-17,35-44,Trinidad,Bronze,0
C003307,2025-09-04,35-44,Jamaica,Bronze,0
C003308,2024-08-29,35-44,Barbados,Platinum,0
C003309,2024-09-19,45-54,Jamaica,Bronze,1
C003310,2024-07-08,55-64,Barbados,Silver,1
C003311,2024-09-11,35-44,Trinidad,Gold,0
C003312,2025-09-27,45-54,Jamaica,Silver,0
C003313,2024-06-20,25-34,Jamaica,Bronze,1
C003314,2024-10-06,35-44,Trinidad,Silver,0
C003315,2024-12-08,25-34,Trinidad,Gold,0
C003316,2025-06-10,35-44,Trinidad,Bronze,0
C003317,2025-02-17,18-24,Trinidad,Silver,0
C003318,2025-08-04,35-44,Trinidad,Silver,0
C003319,2025-02-20,35-44,Jamaica,Bronze,0
C003320,2025-01-10,35-44,Trinidad,Bronze,0
C003321,2025-06-08,35-44,Trinidad,Gold,0
C003322,2024-11-11,25-34,Barbados,Silver,0
C003323,2025-02-07,25-34,Jamaica,Bronze,0
C003324,2025-08-31,18-24,Jamaica,Silver,0
C003325,2024-05-13,25-34,Barbados,Silver,0
C003326,2024-09-02,18-24,Jamaica,Bronze,0
C003327,2024-07-03,45-54,Jamaica,Silver,1
C003328,2025-03-10,18-24,Trinidad,Silver,0
C003329,2025-11-07,55-64,Trinidad,Gold,0
C003330,2025-04-24,45-54,Barbados,Silver,1
C003331,2024-02-12,55-64,Barbados,Silver,0
C003332,2024-01-06,55-64,Trinidad,Silver,1
C003333,2024-11-03,45-54,Barbados,Bronze,0
C003334,2024-05-12,18-24,Barbados,Bronze,0
C003335,2025-04-29,25-34,Jamaica,Gold,0
C003336,2025-04-18,35-44,Jamaica,Gold,0
C003337,2025-04-23,25-34,Trinidad,Silver,0
C003338,2024-11-01,45-54,Jamaica,Bronze,1
C003339,2025-05-04,35-44,Barbados,Bronze,1
C003340,2025-05-09,25-34,Jamaica,Bronze,1
C003341,2025-11-07,35-44,Trinidad,Bronze,1
C003342,2025-03-12,45-54,Trinidad,Silver,1
C003343,2024-11-17,25-34,Jamaica,Bronze,0
C003344,2024-05-02,35-44,Jamaica,Bronze,1
C003345,2024-08-12,65+,Trinidad,Bronze,0
C003346,2025-05-01,55-64,Tobago,Bronze,0
C003347,2025-01-17,18-24,Trinidad,Platinum,0
C003348,2024-11-20,18-24,Jamaica,Silver,0
C003349,2025-09-11,55-64,Barbados,Silver,0
C003350,2024-05-28,35-44,Barbados,Silver,0
C003351,2025-09-09,25-34,Barbados,Bronze,0
C003352,2025-03-14,18-24,Trinidad,Silver,0
C003353,2024-10-16,45-54,Trinidad,Silver,1
C003354,2024-03-09,25-34,Trinidad,Silver,1
C003355,2024-04-18,35-44,Jamaica,Bronze,0
C003356,2025-02-12,35-44,Jamaica,Bronze,0
C003357,2024-09-19,55-64,Jamaica,Silver,0
C003358,2025-09-07,45-54,Trinidad,Bronze,0
C003359,2025-03-02,55-64,Jamaica,Bronze,0
C003360,2025-12-21,45-54,Trinidad,Bronze,0
C003361,2025-07-21,25-34,Jamaica,Silver,0
C003362,2024-03-06,65+,Tobago,Bronze,1
C003363,2024-06-23,35-44,Barbados,Bronze,0
C003364,2025-10-15,25-34,Trinidad,Silver,1
C003365,2024-01-29,18-24,Trinidad,Silver,1
C003366,2024-07-01,25-34,Jamaica,Bronze,0
C003367,2024-05-28,18-24,Trinidad,Bronze,0
C003368,2025-05-24,45-54,Trinidad,Bronze,0
C003369,2024-09-03,55-64,Barbados,Gold,0
C003370,2025-02-11,25-34,Trinidad,Bronze,0
C003371,2025-06-15,35-44,Trinidad,Silver,0
C003372,2024-11-17,55-64,Trinidad,Bronze,0
C003373,2024-04-07,25-34,Barbados,Bronze,0
C003374,2024-07-08,25-34,Jamaica,Platinum,0
C003375,2024-11-08,45-54,Jamaica,Bronze,0
C003376,2024-03-26,45-54,Barbados,Silver,0
C003377,2024-07-31,35-44,Barbados,Silver,0
C003378,2024-04-10,25-34,Trinidad,Bronze,1
C003379,2025-08-10,25-34,Trinidad,Bronze,0
C003380,2024-06-25,45-54,Jamaica,Silver,1
C003381,2024-10-13,45-54,Jamaica,Bronze,0
C003382,2025-11-21,55-64,Barbados,Platinum,1
C003383,2024-10-03,25-34,Jamaica,Bronze,1
C003384,2024-11-05,35-44,Tobago,Silver,1
C003385,2024-03-10,35-44,Trinidad,Gold,0
C003386,2025-03-31,18-24,Jamaica,Bronze,0
C003387,2025-10-02,18-24,Trinidad,Gold,0
C003388,2025-12-25,25-34,Jamaica,Bronze,1
C003389,2024-11-04,45-54,Jamaica,Bronze,0
C003390,2024-02-19,25-34,Barbados,Silver,0
C003391,2024-08-15,25-34,Tobago,Bronze,1
C003392,2025-05-06,25-34,Trinidad,Bronze,0
C003393,2025-10-16,35-44,Trinidad,Silver,0
C003394,2025-07-29,35-44,Barbados,Bronze,0
C003395,2025-05-27,25-34,Barbados,Silver,0
C003396,2024-10-13,25-34,Trinidad,Bronze,0
C003397,2024-01-24,18-24,Trinidad,Platinum,0
C003398,2024-12-22,45-54,Barbados,Gold,0
C003399,2024-08-07,25-34,Jamaica,Bronze,1
C003400,2024-01-26,18-24,Jamaica,Bronze,1
C003401,2025-02-19,18-24,Jamaica,Bronze,1
C003402,2024-11-06,25-34,Trinidad,Bronze,1
C003403,2024-05-15,18-24,Barbados,Gold,1
C003404,2025-05-08,25-34,Barbados,Bronze,0
C003405,2025-09-25,55-64,Tobago,Silver,1
C003406,2025-01-17,35-44,Trinidad,Bronze,0
C003407,2024-01-15,25-34,Jamaica,Bronze,0
C003408,2024-02-17,55-64,Jamaica,Bronze,0
C003409,2024-03-04,45-54,Jamaica,Silver,0
C003410,2024-05-18,25-34,Trinidad,Silver,1
C003411,2024-04-14,45-54,Jamaica,Bronze,1
C003412,2025-01-09,25-34,Trinidad,Silver,0
C003413,2025-02-03,65+,Trinidad,Bronze,0
C003414,2024-04-08,25-34,Trinidad,Silver,0
C003415,2024-02-17,25-34,Jamaica,Bronze,0
C003416,2025-09-26,55-64,Tobago,Bronze,0
C003417,2025-09-09,55-64,Trinidad,Silver,0
C003418,2025-11-09,35-44,Jamaica,Silver,0
C003419,2025-11-01,55-64,Trinidad,Bronze,1
C003420,2025-01-19,25-34,Trinidad,Bronze,1
C003421,2025-01-28,35-44,Barbados,Silver,0
C003422,2024-03-23,65+,Trinidad,Silver,0
C003423,2024-05-11,35-44,Trinidad,Bronze,0
C003424,2025-05-30,35-44,Barbados,Silver,0
C003425,2025-04-06,18-24,Barbados,Bronze,0
C003426,2025-11-02,65+,Trinidad,Bronze,1
C003427,2025-12-23,35-44,Barbados,Bronze,0
C003428,2025-02-16,18-24,Trinidad,Bronze,0
C003429,2025-08-01,55-64,Jamaica,Bronze,0
C003430,2025-04-06,35-44,Trinidad,Bronze,0
C003431,2024-01-20,25-34,Trinidad,Bronze,1
C003432,2024-05-11,45-54,Tobago,Platinum,0
C003433,2025-01-09,35-44,Trinidad,Silver,0
C003434,2024-03-25,45-54,Trinidad,Bronze,0
C003435,2025-08-15,35-44,Barbados,Silver,0
C003436,2025-12-25,35-44,Trinidad,Bronze,0
C003437,2024-02-01,18-24,Trinidad,Bronze,1
C003438,2025-12-21,35-44,Trinidad,Bronze,0
C003439,2025-09-20,45-54,Trinidad,Bronze,0
C003440,2025-04-14,35-44,Trinidad,Gold,0
C003441,2025-08-08,18-24,Trinidad,Bronze,1
C003442,2025-05-28,35-44,Trinidad,Bronze,0
C003443,2024-11-17,18-24,Jamaica,Silver,0
C003444,2024-05-28,18-24,Trinidad,Silver,0
C003445,2025-10-17,25-34,Trinidad,Silver,0
C003446,2025-01-23,45-54,Trinidad,Silver,0
C003447,2024-11-12,45-54,Trinidad,Bronze,0
C003448,2025-12-15,35-44,Trinidad,Bronze,1
C003449,2024-04-16,45-54,Trinidad,Bronze,1
C003450,2025-05-01,55-64,Barbados,Bronze,0
C003451,2025-08-31,45-54,Barbados,Silver,1
C003452,2024-08-03,25-34,Trinidad,Bronze,0
C003453,2025-03-01,45-54,Trinidad,Bronze,0
C003454,2024-09-28,25-34,Trinidad,Gold,0
C003455,2024-07-31,18-24,Barbados,Bronze,0
C003456,2024-03-01,65+,Barbados,Silver,0
C003457,2025-10-19,25-34,Trinidad,Silver,0
C003458,2025-06-16,25-34,Jamaica,Bronze,1
C003459,2025-07-12,35-44,Trinidad,Platinum,0
C003460,2025-07-31,25-34,Barbados,Silver,1
C003461,2025-03-15,55-64,Trinidad,Bronze,0
C003462,2025-02-02,25-34,Tobago,Bronze,0
C003463,2025-05-11,25-34,Jamaica,Bronze,0
C003464,2025-03-14,25-34,Trinidad,Silver,0
C003465,2025-01-22,45-54,Jamaica,Bronze,0
C003466,2025-08-01,35-44,Jamaica,Gold,0
C003467,2025-01-01,25-34,Trinidad,Bronze,0
C003468,2025-08-29,18-24,Trinidad,Bronze,0
C003469,2024-06-01,25-34,Trinidad,Bronze,1
C003470,2024-09-03,45-54,Trinidad,Gold,0
C003471,2024-03-19,65+,Barbados,Bronze,1
C003472,2025-09-11,25-34,Barbados,Gold,0
C003473,2024-11-11,18-24,Tobago,Bronze,0
C003474,2025-07-16,25-34,Jamaica,Bronze,0
C003475,2024-08-15,25-34,Tobago,Bronze,0
C003476,2025-06-16,25-34,Trinidad,Bronze,1
C003477,2024-08-31,25-34,Jamaica,Gold,0
C003478,2025-04-23,35-44,Trinidad,Silver,0
C003479,2024-05-18,35-44,Barbados,Bronze,0
C003480,2025-02-25,25-34,Jamaica,Gold,1
C003481,2024-08-21,65+,Barbados,Bronze,1
C003482,2025-01-03,45-54,Barbados,Bronze,1
C003483,2024-11-09,35-44,Jamaica,Bronze,1
C003484,2024-05-02,35-44,Trinidad,Silver,0
C003485,2025-09-11,25-34,Trinidad,Gold,0
C003486,2025-12-14,25-34,Tobago,Gold,0
C003487,2025-12-16,35-44,Jamaica,Bronze,0
C003488,2025-07-31,18-24,Barbados,Silver,0
C003489,2025-12-14,45-54,Trinidad,Silver,0
C003490,2025-06-30,45-54,Jamaica,Gold,0
C003491,2024-04-15,25-34,Trinidad,Bronze,0
C003492,2025-07-03,45-54,Barbados,Bronze,1
C003493,2025-04-05,35-44,Trinidad,Bronze,0
C003494,2024-12-13,18-24,Jamaica,Bronze,0
C003495,2024-11-20,45-54,Barbados,Bronze,0
C003496,2025-07-30,25-34,Trinidad,Silver,0
C003497,2025-07-24,25-34,Jamaica,Silver,0
C003498,2024-04-28,45-54,Jamaica,Silver,1
C003499,2024-11-26,55-64,Jamaica,Bronze,0
C003500,2024-09-18,45-54,Barbados,Platinum,0
C003501,2025-06-23,45-54,Trinidad,Bronze,1
C003502,2024-01-27,35-44,Trinidad,Bronze,0
C003503,2025-03-27,25-34,Trinidad,Bronze,0
C003504,2025-05-26,25-34,Trinidad,Bronze,0
C003505,2024-03-20,25-34,Trinidad,Silver,1
C003506,2024-03-23,45-54,Trinidad,Gold,0
C003507,2025-07-24,25-34,Trinidad,Bronze,0
C003508,2025-03-24,55-64,Barbados,Gold,0
C003509,2024-10-20,18-24,Jamaica,Silver,0
C003510,2024-06-13,45-54,Trinidad,Bronze,0
C003511,2024-12-16,45-54,Trinidad,Bronze,1
C003512,2024-12-01,45-54,Trinidad,Bronze,0
C003513,2024-06-05,35-44,Trinidad,Silver,1
C003514,2025-04-30,25-34,Trinidad,Silver,0
C003515,2024-06-29,55-64,Jamaica,Bronze,0
C003516,2024-06-13,45-54,Trinidad,Bronze,0
C003517,2024-09-19,65+,Trinidad,Bronze,0
C003518,2024-02-05,25-34,Jamaica,Bronze,0
C003519,2025-09-08,35-44,Jamaica,Silver,0
C003520,2025-10-01,18-24,Trinidad,Gold,0
C003521,2024-06-14,35-44,Jamaica,Bronze,0
C003522,2024-01-26,35-44,Jamaica,Silver,0
C003523,2024-12-01,25-34,Trinidad,Bronze,0
C003524,2024-03-25,25-34,Trinidad,Bronze,0
C003525,2025-06-22,35-44,Barbados,Bronze,0
C003526,2025-11-07,35-44,Jamaica,Silver,0
C003527,2024-08-08,55-64,Jamaica,Platinum,0
C003528,2025-07-29,25-34,Trinidad,Bronze,1
C003529,2025-04-15,35-44,Trinidad,Bronze,1
C003530,2024-04-25,45-54,Trinidad,Silver,0
C003531,2025-12-04,45-54,Tobago,Gold,0
C003532,2024-02-28,45-54,Trinidad,Silver,0
C003533,2024-09-15,65+,Jamaica,Bronze,1
C003534,2024-02-24,35-44,Jamaica,Silver,1
C003535,2024-06-18,35-44,Jamaica,Bronze,0
C003536,2024-04-19,35-44,Barbados,Bronze,0
C003537,2024-08-07,18-24,Barbados,Bronze,1
C003538,2024-08-18,18-24,Trinidad,Silver,1
C003539,2025-07-05,55-64,Barbados,Bronze,1
C003540,2024-01-30,18-24,Barbados,Gold,0
C003541,2025-08-16,65+,Barbados,Bronze,1
C003542,2024-08-09,35-44,Barbados,Bronze,0
C003543,2024-12-04,25-34,Jamaica,Bronze,0
C003544,2024-03-20,65+,Trinidad,Bronze,0
C003545,2024-02-11,45-54,Barbados,Bronze,1
C003546,2025-01-16,25-34,Barbados,Bronze,1
C003547,2024-03-19,55-64,Jamaica,Silver,1
C003548,2025-02-08,25-34,Jamaica,Bronze,0
C003549,2024-07-05,25-34,Trinidad,Gold,0
C003550,2024-02-11,35-44,Trinidad,Gold,0
C003551,2024-12-01,45-54,Trinidad,Silver,0
C003552,2025-01-11,18-24,Barbados,Silver,1
C003553,2024-01-18,25-34,Trinidad,Gold,0
C003554,2025-02-11,25-34,Trinidad,Silver,1
C003555,2025-08-11,45-54,Tobago,Bronze,0
C003556,2024-07-17,45-54,Jamaica,Silver,1
C003557,2025-03-18,55-64,Barbados,Silver,0
C003558,2025-10-17,45-54,Jamaica,Silver,0
C003559,2024-02-26,35-44,Trinidad,Bronze,0
C003560,2025-01-13,18-24,Trinidad,Gold,0
C003561,2025-11-23,18-24,Jamaica,Silver,0
C003562,2024-01-12,55-64,Jamaica,Gold,0
C003563,2024-05-05,25-34,Trinidad,Gold,0
C003564,2025-04-14,45-54,Trinidad,Gold,0
C003565,2024-10-24,25-34,Trinidad,Silver,0
C003566,2024-02-05,18-24,Barbados,Bronze,0
C003567,2025-09-19,35-44,Trinidad,Silver,0
C003568,2025-12-18,25-34,Trinidad,Gold,1
C003569,2024-05-18,25-34,Trinidad,Bronze,0
C003570,2024-04-12,35-44,Trinidad,Bronze,0
C003571,2024-05-08,25-34,Jamaica,Bronze,0
C003572,2024-01-25,18-24,Barbados,Bronze,1
C003573,2024-06-26,35-44,Trinidad,Platinum,0
C003574,2025-09-26,35-44,Trinidad,Bronze,0
C003575,2025-03-03,45-54,Barbados,Bronze,0
C003576,2024-07-08,25-34,Trinidad,Bronze,1
C003577,2024-06-05,45-54,Trinidad,Bronze,0
C003578,2025-05-09,18-24,Jamaica,Silver,0
C003579,2024-05-25,35-44,Trinidad,Silver,0
C003580,2025-05-03,35-44,Jamaica,Bronze,1
C003581,2024-01-31,35-44,Trinidad,Gold,0
C003582,2025-10-26,55-64,Jamaica,Bronze,0
C003583,2025-05-01,18-24,Trinidad,Gold,0
C003584,2024-08-24,18-24,Trinidad,Bronze,1
C003585,2024-04-25,45-54,Jamaica,Silver,0
C003586,2025-04-07,55-64,Trinidad,Silver,0
C003587,2025-01-20,25-34,Trinidad,Silver,0
C003588,2025-08-08,25-34,Trinidad,Bronze,1
C003589,2024-07-13,65+,Jamaica,Bronze,0
C003590,2024-09-16,45-54,Barbados,Bronze,1
C003591,2024-06-18,25-34,Trinidad,Bronze,0
C003592,2024-02-02,45-54,Jamaica,Bronze,0
C003593,2025-09-26,18-24,Trinidad,Bronze,0
C003594,2025-04-26,55-64,Trinidad,Bronze,0
C003595,2024-05-16,35-44,Trinidad,Platinum,0
C003596,2024-06-11,45-54,Jamaica,Bronze,0
C003597,2025-11-25,18-24,Trinidad,Silver,0
C003598,2024-07-06,55-64,Trinidad,Bronze,0
C003599,2025-01-18,35-44,Trinidad,Bronze,1
C003600,2025-08-24,18-24,Barbados,Silver,0
C003601,2024-07-13,65+,Tobago,Bronze,1
C003602,2024-12-19,25-34,Barbados,Silver,0
C003603,2024-04-11,25-34,Jamaica,Bronze,0
C003604,2024-10-15,18-24,Jamaica,Bronze,0
C003605,2024-04-03,25-34,Trinidad,Bronze,1
C003606,2024-04-24,18-24,Barbados,Gold,0
C003607,2024-07-16,35-44,Trinidad,Bronze,0
C003608,2025-06-21,35-44,Trinidad,Bronze,0
C003609,2024-09-19,35-44,Jamaica,Bronze,0
C003610,2025-05-12,35-44,Trinidad,Silver,0
C003611,2025-10-26,55-64,Barbados,Platinum,0
C003612,2024-01-19,35-44,Trinidad,Bronze,0
C003613,2024-07-24,25-34,Barbados,Silver,0
C003614,2025-12-08,25-34,Jamaica,Gold,0
C003615,2025-07-27,35-44,Trinidad,Bronze,1
C003616,2025-04-08,25-34,Tobago,Gold,0
C003617,2024-10-20,65+,Jamaica,Gold,0
C003618,2025-09-14,25-34,Jamaica,Bronze,0
C003619,2024-12-10,35-44,Barbados,Bronze,0
C003620,2024-05-31,35-44,Trinidad,Bronze,0
C003621,2024-09-23,35-44,Jamaica,Bronze,1
C003622,2024-09-27,35-44,Tobago,Silver,0
C003623,2025-04-29,55-64,Tobago,Silver,0
C003624,2024-10-26,45-54,Trinidad,Silver,0
C003625,2024-01-25,25-34,Jamaica,Platinum,0
C003626,2025-01-01,45-54,Trinidad,Silver,0
C003627,2025-11-05,35-44,Trinidad,Silver,1
C003628,2025-06-14,45-54,Jamaica,Bronze,0
C003629,2024-09-11,25-34,Jamaica,Bronze,0
C003630,2024-05-21,18-24,Jamaica,Bronze,0
C003631,2025-06-04,65+,Jamaica,Bronze,1
C003632,2024-03-14,65+,Trinidad,Silver,1
C003633,2024-06-19,45-54,Barbados,Silver,0
C003634,2024-04-04,25-34,Barbados,Silver,0
C003635,2025-01-10,55-64,Barbados,Bronze,1
C003636,2025-05-05,35-44,Trinidad,Bronze,1
C003637,2024-10-03,35-44,Tobago,Bronze,1
C003638,2025-01-19,25-34,Barbados,Silver,0
C003639,2025-02-20,65+,Trinidad,Bronze,1
C003640,2024-06-08,65+,Trinidad,Silver,0
C003641,2025-01-15,25-34,Trinidad,Silver,0
C003642,2024-02-03,25-34,Trinidad,Silver,0
C003643,2024-07-21,25-34,Barbados,Gold,0
C003644,2025-09-22,25-34,Barbados,Bronze,1
C003645,2025-10-04,25-34,Jamaica,Bronze,0
C003646,2025-04-26,45-54,Barbados,Bronze,0
C003647,2025-03-21,55-64,Jamaica,Silver,1
C003648,2025-12-22,25-34,Jamaica,Silver,0
C003649,2025-06-14,25-34,Jamaica,Bronze,1
C003650,2024-10-02,18-24,Tobago,Silver,0
C003651,2025-04-30,45-54,Trinidad,Silver,0
C003652,2025-12-11,25-34,Jamaica,Bronze,1
C003653,2025-08-06,35-44,Barbados,Silver,0
C003654,2025-12-22,45-54,Tobago,Silver,0
C003655,2025-11-03,25-34,Jamaica,Bronze,1
C003656,2025-02-02,25-34,Tobago,Platinum,0
C003657,2024-12-28,35-44,Trinidad,Silver,0
C003658,2024-01-26,18-24,Jamaica,Bronze,1
C003659,2025-11-26,35-44,Trinidad,Bronze,1
C003660,2025-11-02,35-44,Jamaica,Silver,0
C003661,2025-03-15,35-44,Tobago,Silver,0
C003662,2025-09-09,25-34,Barbados,Bronze,0
C003663,2025-10-22,65+,Tobago,Bronze,1
C003664,2024-03-09,55-64,Jamaica,Silver,0
C003665,2025-01-31,25-34,Trinidad,Bronze,0
C003666,2025-09-11,55-64,Trinidad,Bronze,0
C003667,2024-12-16,18-24,Trinidad,Bronze,1
C003668,2024-01-02,18-24,Barbados,Bronze,0
C003669,2025-03-03,25-34,Trinidad,Gold,0
C003670,2024-12-10,45-54,Jamaica,Silver,0
C003671,2024-10-17,35-44,Barbados,Silver,0
C003672,2025-10-09,45-54,Trinidad,Silver,0
C003673,2025-07-01,35-44,Trinidad,Gold,0
C003674,2025-03-09,65+,Trinidad,Bronze,0
C003675,2025-04-19,18-24,Trinidad,Silver,0
C003676,2024-02-18,45-54,Jamaica,Bronze,0
C003677,2025-11-07,45-54,Trinidad,Silver,0
C003678,2025-05-07,65+,Trinidad,Bronze,0
C003679,2025-12-16,25-34,Jamaica,Bronze,1
C003680,2024-12-15,25-34,Jamaica,Platinum,0
C003681,2024-03-20,65+,Trinidad,Bronze,0
C003682,2024-12-09,35-44,Trinidad,Bronze,0
C003683,2025-09-22,25-34,Jamaica,Silver,0
C003684,2025-06-16,55-64,Trinidad,Gold,0
C003685,2024-11-21,25-34,Trinidad,Bronze,0
C003686,2025-08-04,35-44,Jamaica,Bronze,0
C003687,2024-01-26,35-44,Jamaica,Silver,0
C003688,2025-03-12,35-44,Trinidad,Silver,0
C003689,2024-03-27,45-54,Trinidad,Bronze,1
C003690,2024-12-19,65+,Jamaica,Bronze,1
C003691,2024-06-09,25-34,Tobago,Silver,0
C003692,2025-11-16,25-34,Trinidad,Gold,0
C003693,2024-02-16,35-44,Trinidad,Bronze,0
C003694,2025-06-20,25-34,Trinidad,Silver,0
C003695,2024-05-01,35-44,Jamaica,Silver,0
C003696,2025-02-25,25-34,Trinidad,Bronze,0
C003697,2025-02-24,45-54,Jamaica,Silver,0
C003698,2024-06-18,25-34,Jamaica,Gold,0
C003699,2025-03-16,25-34,Trinidad,Bronze,0
C003700,2024-02-02,35-44,Jamaica,Silver,0
C003701,2025-07-31,35-44,Jamaica,Gold,0
C003702,2024-02-04,45-54,Trinidad,Bronze,1
C003703,2024-04-26,55-64,Jamaica,Bronze,0
C003704,2025-02-07,55-64,Barbados,Silver,1
C003705,2025-06-06,55-64,Jamaica,Bronze,0
C003706,2025-09-30,18-24,Tobago,Bronze,1
C003707,2025-04-27,45-54,Barbados,Silver,1
C003708,2025-09-14,35-44,Jamaica,Silver,0
C003709,2025-09-13,45-54,Jamaica,Bronze,0
C003710,2025-10-08,45-54,Jamaica,Gold,0
C003711,2024-09-29,25-34,Trinidad,Bronze,0
C003712,2025-04-02,18-24,Jamaica,Silver,0
C003713,2025-03-10,35-44,Barbados,Bronze,0
C003714,2024-02-15,55-64,Trinidad,Bronze,1
C003715,2024-01-25,25-34,Barbados,Bronze,0
C003716,2024-04-09,55-64,Barbados,Bronze,0
C003717,2025-02-21,35-44,Trinidad,Silver,0
C003718,2025-10-16,65+,Trinidad,Gold,0
C003719,2024-11-24,55-64,Trinidad,Silver,0
C003720,2025-02-08,65+,Trinidad,Bronze,1
C003721,2025-04-03,45-54,Trinidad,Bronze,0
C003722,2025-02-13,25-34,Tobago,Bronze,0
C003723,2024-12-10,25-34,Tobago,Bronze,0
C003724,2025-07-25,45-54,Trinidad,Bronze,1
C003725,2025-09-14,35-44,Barbados,Bronze,0
C003726,2025-08-06,25-34,Jamaica,Gold,0
C003727,2025-03-06,45-54,Barbados,Bronze,0
C003728,2025-09-08,45-54,Jamaica,Silver,1
C003729,2024-11-01,65+,Barbados,Silver,0
C003730,2025-08-13,18-24,Trinidad,Gold,1
C003731,2024-06-20,45-54,Trinidad,Bronze,0
C003732,2024-10-13,35-44,Barbados,Bronze,0
C003733,2024-06-21,35-44,Trinidad,Silver,0
C003734,2025-05-02,18-24,Barbados,Bronze,0
C003735,2024-07-30,18-24,Trinidad,Bronze,0
C003736,2024-08-20,35-44,Jamaica,Bronze,0
C003737,2024-12-16,55-64,Jamaica,Bronze,0
C003738,2024-11-04,18-24,Jamaica,Bronze,1
C003739,2025-04-29,35-44,Barbados,Silver,0
C003740,2024-09-03,35-44,Trinidad,Silver,1
C003741,2025-12-14,35-44,Trinidad,Gold,0
C003742,2024-11-02,25-34,Barbados,Bronze,0
C003743,2025-03-12,45-54,Jamaica,Gold,0
C003744,2025-08-14,45-54,Jamaica,Silver,0
C003745,2025-08-24,25-34,Trinidad,Silver,1
C003746,2024-11-15,55-64,Tobago,Bronze,1
C003747,2024-07-14,35-44,Jamaica,Bronze,0
C003748,2025-04-02,35-44,Jamaica,Silver,0
C003749,2025-01-05,35-44,Trinidad,Bronze,1
C003750,2024-11-15,18-24,Barbados,Platinum,0
C003751,2024-02-02,25-34,Trinidad,Bronze,0
C003752,2024-10-31,55-64,Barbados,Silver,1
C003753,2025-03-31,35-44,Trinidad,Bronze,0
C003754,2024-01-20,35-44 ,Barbados,Bronze,0
C003755,2024-03-11,25-34,Barbados,Gold,0
